Job_Category,Title,Company,Location,Description,Via
UX Designer,Associate UI/UX Designer,Konrad,United States,"Who We Are

Konrad Group is a next generation digital consultancy. We are dedicated to solving complex business problems for our global clients with creative and forward-thinking solutions. Our employees enjoy a culture built on innovation and a commitment to creating best-in-class digital products in use by hundreds of millions of consumers around the world. We hire exceptionally smart, analytical, and hard working people who are lifelong learners.

About The Role

As an Associate Experience Designer (UI/UX) you will be involved in our design thinking process and the creation of innovative mobile, tablet and web products. You will bridge the gap between design, business, and technology to ship world-class digital experiences for leading companies and global brands.

What You'll Do
• Work with design leads to create compelling interactive experiences
• Perform user research and develop information architecture, user goals, journey maps, and design wireframes and visual interfaces
• Collaborate with developers to ensure pixel perfect execution across all project deliverables
• Work with strategy consultants to gain insights into clients' business and project objectives
• Learn the end-to-end process of project delivery and the associated design tools involved

Qualifications
• Firm grasp of design fundamentals demonstrated by a strong portfolio of digital projects
• Meticulous attention to detail and a keen eye for typography and visual hierarchy
• Clear and effective communication skills in articulating design concepts and rationales
• Proficient in Figma and an eagerness to learn new tools
• Positive attitude with a desire to grow within a collaborative, inspiring teamwork environment

Perks and Benefits
• Mentorship Program
• Comprehensive Health & Wellness Benefits Package
• Retirement Planning
• Parental Leave Program
• Flexible Working Hours
• Work from Home Flexibility
• Service Recognition Programs
• Socials, Outings & Retreats
• Culture of Learning & Development

Bonus Points

Have you taken any courses at BrainStation? A lot of our design and development best practices and processes are taught during our courses - make sure to highlight this experience in your cover letter if you have!

Konrad Group is committed to maintaining a diverse work environment and is proud to be an equal opportunity employer. All qualified applicants, regardless of race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status will receive consideration for employment. If you have any accessibility requirements or concerns regarding the hiring process or employment with us, please notify us so we can provide suitable accommodation.

The estimated compensation for this position is $70,000 to $80,000. This is an estimate and a compensation offer will vary based on applicant's education, experience, skills, abilities and alignment with market data.

While we sincerely appreciate all applications, only those candidates selected for an interview will be contacted.

#LI-Hybrid",Glassdoor
UX Designer,UX Designer | Upto $125/hr Remote,Mercor,Anywhere,"Join to apply for the UX Designer | Upto $125/hr Remote role at Mercor

This range is provided by Mercor. Your actual pay will be based on your skills and experience — talk with your recruiter to learn more.

Base pay range

$70.00/hr - $125.00/hr

About The Job

Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark, General Catalyst, Peter Thiel, Adam D'Angelo, Larry Summers, and Jack Dorsey.

Position: Product Design/UX Expert

Type: Independent Contractor

Compensation: $70–$125/hour

Location: US, UK, or Canada

Duration: 3–4 weeks

Commitment: 15+ hours/week

Role Responsibilities
• Evaluate product design decisions using professional experience to enhance user experience.
• Design product mockups with tools like Figma, Sketch, or Adobe.
• Provide structured feedback on User Experience/User Journey to improve product taste preferences.
• Collaborate asynchronously to meet project deadlines and improve design outcomes.
• Work independently to shape design processes and elevate project quality.

Qualifications

Must-Have
• 3+ years of experience at a prestigious tech firm.
• Experience with Figma, Sketch, or Adobe.
• User Experience/User Journey feedback experience.
• Be based in the US, UK, or Canada.

Interview Process
• All candidates must take a paid assessment before an offer is extended.

Compensation & Legal
• At-will contractor classification.
• Paid weekly via Stripe Connect.
• Cannot support H1-B or STEM OPT status candidates.

Application Process (Takes 20–30 mins to complete)
• Upload resume
• AI interview based on your resume
• Submit form

Resources & Support
• For details about the interview process and platform information, please check: https://talent.docs.mercor.com/welcome/welcome
• For any help or support, reach out to: support@mercor.com

PS: Our team reviews applications daily. Please complete your AI interview and application steps to be considered for this opportunity.

Referrals increase your chances of interviewing at Mercor by 2x",JobLeads
UX Designer,Staff Ux Designer Google Ad Sales Crm (Remote),Google,United States,"Staff Ux Designer Google Ad Sales Crm | Google | United States Minimum qualifications: Bachelor's degree or equivalent practical experience. 8 years of experience in product design or UX. Experience designing across multiple platforms, and working with technical/design teams to create user flows, wireframes, and building user interface mockups and prototypes. Include a portfolio, website, or any other relevant link to your work in your resume (providing a viewable link and access instructions). Preferred qualifications: Master's degree in Design, Human-Computer Interaction, Computer Science, a related field, or equivalent practical experience. Ability to lead, collaborate, and influence cross-functional leaders in engineering, design, and product management and business teams. Excellent problem-solving skills, with a passion for crafting useful and positive user experiences. About the job Google User Experience (UX) is made up of multi-disciplinary teams of UX Designers, Researchers, Writers, Content Strategists, Program Managers, and Engineers. The UX team gathers insights about the attitudes, emotions, and behaviors of people who use our products to inspire and inform design. The team collaborates with each other and engineering and product management to create products that deliver value for the people who use them, and for Google’s businesses. As a Staff UX Designer, you’ll rely on user-centered design methods to craft user experiences from concept to execution. You will collaborate with design partners to leverage and evolve the Google design language to build innovative products. The team's mission is to provide intelligence and assistance across a powerful platform that is responsible for the lifecycle for all Google Ads customers. Google Ads is helping power the open internet with the best technology that connects and creates value for people, publishers, advertisers, and Google. We’re made up of multiple teams, building Google’s Advertising products including search, display, shopping, travel and video advertising, as well as analytics. Our teams create trusted experiences between people and businesses with useful ads. We help grow businesses of all sizes from small businesses, to large brands, to YouTube creators, with effective advertiser tools that deliver measurable results. We also enable Google to engage with customers at scale. The US base salary range for this full-time position is $178,000-$265,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google. Responsibilities Gain and leverage an understanding of users to transform research insights into concepts that drive product changes. Inspire ideas for product experiences to support business workflows in cohesive and assistive ways for priority sales roles. Develop high-quality hero journeys to articulate user workflows and communicate ideas. Develop and rationalize new product directions rooted in a system-level understanding of the Google Ads product ecosystem and Sales workflows, user insights, and business opportunities. Work with cross-functional leads in UX, Engineering, Product Management, and partners in the business organization to define agreements grounded on user-centric frameworks. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form.",Pangian
UX Designer,UI/UX Designer,Brinks Home,United States (+1 other),"Brinks Home™ is a leader in the smart security industry, protecting over one million people across the U.S., Canada, and Puerto Rico. Our platinum-grade protection is backed by award-winning customer service and expertly trained professionals.

We strive for the highest standards for our customers while fostering a positive work environment for our employees. We create a culture that fosters innovation, celebrates creativity, and encourages authenticity. Join us and be part of a collaborative team that is relentless in our pursuit of security for life.

Position Overview:

We are currently seeking a determined UI/UX Designer who embodies our core values: Service, Accountability, Customer Focus, Growth, and Integrity.

The UI/UX Designer is responsible for designing intuitive, engaging, and brand-consistent digital experiences across web and mobile platforms. The ideal candidate will have a strong understanding of user-centered design principles, excellent problem-solving skills, and the ability to collaborate cross-functionally in a fast-paced environment.

Key Responsibilities:
• Design and optimize user interfaces for websites, applications, and digital tools.
• Create wireframes, prototypes, and user journey maps to guide development.
• Conduct user research and usability testing to inform design decisions.
• Collaborate with developers, product managers, and stakeholders to implement designs.
• Ensure consistency in visual elements and adherence to brand guidelines.
• Stay current with industry trends and emerging technologies.
• Develop UI mockups and prototypes that clearly illustrate functionality and aesthetics Required Qualifications

Requirements:
• Bachelor’s degree in Design, Computer Science, or related field.
• 1–3 years of experience in UI/UX design or a related role.
• Proficiency in design tools such as Figma, Adobe XD, Sketch, or similar.
• Strong understanding of HTML/CSS and responsive design principles.
• Excellent communication and collaboration skills.
• Familiarity with Agile methodologies and design systems
• Experience with mobile app design and cross-platform interfaces.
• Knowledge of accessibility standards and inclusive design.
• Exposure to Salesforce ecosystem or CPQ platforms is a plus

Benefits:
• Brinks Home recognizes the value of benefits for you and your family, so we offer a comprehensive and competitive benefits program:
• Medical, Dental, Vision, 401(k) with Employer Match, Paid Time Off & Paid Holidays, HSA/FSA, Life & AD&D Insurance, Disability Coverage, Maternity/Parental Leave, Mental & Physical Health Benefits, Employee Resource Groups, Volunteer Hours, Discounted Equipment & Monitoring, Employee Referral Program, and Continuing Education
• To learn more about our company culture and career opportunities, please visit our LinkedIn and Career Page.

Brinks Home provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws.

#equalopportunityemployer #veteranfriendly",Jobvite
UX Designer,"UI/UX Designer, US",Photon,United States,"We are seeking a highly experienced Senior UI/UX Designer to lead and elevate the design and user experience of our digital products. You will play a critical role in shaping product strategy, driving innovation, and mentoring junior designers. The ideal candidate is passionate about crafting exceptional user experiences, has a strong design vision, and thrives in a collaborative environment.

Key Responsibilities

Lead the end-to-end design process from discovery, research, wireframing, prototyping, visual design, to delivery.

Collaborate closely with product managers, business stakeholders, and engineering teams to define product direction and design strategy.

Translate complex business requirements into simple, elegant, and engaging user experiences.

Conduct advanced user research, persona development, journey mapping, and usability testing to inform design decisions.

Establish and evolve the organization’s design system, style guide, and design standards for consistency across all platforms.

Provide art direction, design reviews, and constructive feedback to mid/junior UI/UX designers.

Ensure designs meet accessibility (WCAG) and responsive design best practices.

Stay updated on emerging design trends, tools, and technologies to drive innovation.

Required Skills & Competencies

Proven expertise with design and prototyping tools like Figma, Adobe XD, Sketch, and InVision.

Strong portfolio demonstrating complex UX workflows, visual design excellence, and measurable business impact.

Advanced understanding of user-centered design, interaction design principles, and usability heuristics.

Solid understanding of responsive design, design systems, and accessibility standards.

Working knowledge of HTML/CSS and collaboration with development teams.

Excellent stakeholder management, leadership, communication, and presentation skills.

Ability to manage multiple projects, prioritize tasks, and meet deadlines in a fast-paced environment.

Compensation, Benefits and Duration

Minimum Compensation: USD 48,000
Maximum Compensation: USD 168,000
Compensation is based on actual experience and qualifications of the candidate. The above is a reasonable and a good faith estimate for the role.
Medical, vision, and dental benefits, 401k retirement plan, variable pay/incentives, paid time off, and paid holidays are available for full time employees.
This position is available for independent contractors
No applications will be considered if received more than 120 days after the date of this post",Simplify
UX Designer,UX Designer 100% REmote,Jobs via Dice,United States,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Apetan Consulting, is seeking the following. Apply via Dice today!Title: UX DesignerLocation:100% Remote Job DescriptionTop 5 Skill sets Strong UX .Com and App Experience Strong visual desi...",Jaabz
UX Designer,"Staff UX Designer, AI Investment",Mozilla,Anywhere,"Why Mozilla?

Mozilla Corporation is the non-profit-backed technology company that has shaped the internet for the better over the last 25 years. We make pioneering brands like Firefox, the privacy-minded web browser. Now, with more than 225 million people around the world using our products each month, we’re shaping the next 25 years of technology and helping to reclaim an internet built for people, not companies. Our work focuses on diverse areas including AI, social media, security and more. And we’re doing this while never losing our focus on our core mission – to make the internet better for people.

The Mozilla Corporation is wholly owned by the non-profit 501(c) Mozilla Foundation. This means we aren’t beholden to any shareholders — only to our mission. Along with thousands of volunteer contributors and collaborators all over the world, Mozillians design, build and distribute open-source software that enables people to enjoy the internet on their terms.

About this team and role:

As a Staff UX Product Designer with an AI focus, you’ll help define the future of browsing and shape the next generation of AI-powered features in Firefox. You’ll collaborate with product managers, engineers, researchers, and content designers to create elegant, scalable experiences rooted in Firefox’s values of privacy, simplicity, and performance. In this high-impact, cross-functional role, you’ll explore new ideas, bring design systems to life, and elevate product quality with refined, visually engaging, and thoughtful design. You’ll influence how millions of people interact with the web—balancing trusted UI patterns with bold, forward-thinking AI innovations.

You’ll design at the forefront of AI technology, shaping how people and businesses benefit from powerful new tools while influencing the future of Firefox—the only major browser not backed by billionaires. Join our distributed, mission-driven team and help make the web better for everyone as we build meaningful new AI experiences.

What You’ll Do:
• Design AI-powered features for Firefox on desktop, guiding ideas from early sketches to live experiences.
• Combine familiar interface patterns with inventive AI features so browsing feels fresh, fast, and easy to use.
• Work autonomously to identify problems and propose solutions that align with product strategy, user insights, and technical constraints.
• Use storyboards, wireframes, and prototypes to explore and refine new ways for people to interact with AI in the browser.
• Work side-by-side with product managers, engineers, researchers, and content designers to make design decisions that work for people and for the product.
• Design with privacy, accessibility, and trust at the core of every interaction.
• Help grow and adapt Firefox’s design systems to keep the desktop experience consistent and cohesive.

What You’ll Bring:
• 7+ years of product design experience, ideally working with complex workflows or multi-step processes.
• Experience designing AI experiences for consumer products with large user bases.
• Background in ethical AI practices and privacy‑first design.
• Familiarity with AI-powered tools or excitement to help shape how people use AI in everyday work.
• Knowledge of design systems and tools like Jira.
• Passion for open‑source technology.
• A strong, user‑centric portfolio with polished UI craft and innovative interaction paradigms.
• Proven track record of delivering end‑to‑end design in ambiguous, large‑scale projects.
• Curiosity about AI technologies and hands-on experience experimenting or prototyping with them.
• Strong grasp of visual and interaction design principles: layout, typography, motion, accessibility, and brand expression.
• Proficiency with Figma and other modern prototyping tools.
• Ability to communicate clearly with cross‑functional partners and influence without authority.
• Collaborative, flexible, low‑ego approach; thrives in fast‑paced, distributed teams.
• Talent for turning complicated workflows into clear, intuitive experiences.

What you’ll get:
• Generous performance-based bonus plans to all eligible employees - we share in our success as one team
• Rich medical, dental, and vision coverage
• Generous retirement contributions with 100% immediate vesting (regardless of whether you contribute)
• Quarterly all-company wellness days where everyone takes a pause together
• Country specific holidays plus a day off for your birthday
• One-time home office stipend
• Annual professional development budget
• Quarterly well-being stipend
• Considerable paid parental leave
• Employee referral bonus program
• Other benefits (life/AD&D, disability, EAP, etc. varies by country)

About Mozilla

Mozilla exists to build the Internet as a public resource accessible to all because we believe that open and free is better than closed and controlled. When you work at Mozilla, you give yourself a chance to make a difference in the lives of Web users everywhere. And you give us a chance to make a difference in your life every single day. Join us to work on the Web as the platform and help create more opportunity and innovation for everyone online.

Commitment to diversity, equity, inclusion, and belonging

Mozilla understands that valuing diverse creative practices and forms of knowledge are crucial to and enrich the company’s core mission. We encourage applications from everyone, including members of all equity-seeking communities, such as (but certainly not limited to) women, racialized and Indigenous persons, persons with disabilities, persons of all sexual orientations, gender identities, and expressions.

We will ensure that qualified individuals with disabilities are provided reasonable accommodations to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment, as appropriate. Please contact us at hiringaccommodation@mozilla.com to request accommodation.

We are an equal opportunity employer. We do not discriminate on the basis of race (including hairstyle and texture), religion (including religious grooming and dress practices), gender, gender identity, gender expression, color, national origin, pregnancy, ancestry, domestic partner status, disability, sexual orientation, age, genetic predisposition, medical condition, marital status, citizenship status, military or veteran status, or any other basis covered by applicable laws. Mozilla will not tolerate discrimination or harassment based on any of these characteristics or any other unlawful behavior, conduct, or purpose.

Group: C

#LI-REMOTE

Req ID: R2911

Hiring Ranges:

US Tier 1 Locations

$137,000—$199,000 USD

US Tier 2 Locations

$126,000—$183,000 USD

US Tier 3 Locations

$116,000—$169,000 USD",Built In San Francisco
UX Designer,"[Remote] (US) Senior UX Designer, Life Sciences",PointClickCare,Anywhere,"Note: The job is a remote job and is open to candidates in USA. PointClickCare is a leading health tech company dedicated to improving healthcare through innovative technology. They are seeking a Senior UX Designer to enhance the usability of their platform, enabling care professionals to make better-informed decisions and positively impact patient success.

Responsibilities
• Conducting user research and testing
• Creating mockups to articulate functionality and design
• Refining user personas and mapping journeys
• Championing best practices in user experience design
• Collaborate with Product Management to Iterate on strategic execution
• Collaborate with Engineers and QA to ensure accurate implementation

Skills
• Must have portfolio attached for eligibility
• Expert level of professional UX design experience
• Strong eye for visual design - let's have the best UI in healthcare
• Experience with AI prototyping tools
• Flawless attention to detail
• Experience procuring qualitative and quantitative data
• Experience working in an agile environment
• Expertise with established and emerging design practices
• Ability to manage competing priorities
• Passion for helping others and fostering relationships throughout the org
• Creative and analytical mindsets
• We don't touch code, but working knowledge of HTML and CSS is helpful for discussing specs with engineers
• Expertise in design and prototyping tools such as Figma, Adobe, Protopie, etc
• Experience in usability testing and analytics platforms

Benefits
• Fulltime benefits

Company Overview
• PointClickCare develops web-based products and services to help long-term care providers manage the complete lifecycle of resident care. It was founded in 1995, and is headquartered in Mississauga, Ontario, CAN, with a workforce of 1001-5000 employees. Its website is http://www.pointclickcare.com.",Jobright
UX Designer,UX Designer - Contract,Nuna,United States,"At Nuna, our mission is to make high-quality healthcare affordable for everyone. We are dedicated to tackling one of our nation’s biggest problems with ingenuity, creativity, and a keen moral compass.

Nuna is committed to simple principles: a rigorous understanding of data, modern technology, and most importantly, compassion and care for our fellow human. We want to know what really works, what doesn't—and why.

Nuna has established its brand in the B2B space over the last decade by shifting the US healthcare system towards an incentive model that rewards healthcare providers for positive outcomes. Marshalling our collective backgrounds and insights, we are now crafting an innovative, consumer app - a clinically driven healthcare companion experience that leverages AI, gamification and social support techniques to improve outcomes for people with chronic conditions.

As a sign of the impact Nuna has already made in this space, Nuna was recently selected to join the Centers for Medicare & Medicaid Services (CMS) Health Tech Ecosystem, a landmark public-private initiative designed to transform healthcare for Americans.

YOUR TEAM

Nuna Designers embrace their superpower to visualize the ideal user experience, rapidly testing and iterating on solutions while aligning the teams on a common vision. We embrace a holistic approach to design: curiosity, respect, passion, narrative, craft, and systems-thinking fuel our success.

We're seeking a contract UX Designer to support an upcoming redesign of our mobile patient experience. This is a short-term, high-impact role ideal for someone with exceptional Figma skills and a sharp eye for visual polish and behavior-driven design. You'll be joining a nimble, mission-driven team working on digital health products that help patients build healthier habits.

YOUR OPPORTUNITIES

In this role you will:
• Own end-to-end UX and UI design for key features in the mobile patient app (iOS/Android), from wireframes to pixel-perfect UI
• Use Figma as your core tool — including advanced components, variables, responsive frames, and design system integration
• Extend and refine our mobile design system, including patterns for gamification, incentives, and habit formation
• Rapidly prototype and test behavior change patterns with lightweight usability testing
• Collaborate closely with PMs and engineers to align designs with the roadmap and ensure quality implementation
• Participate in design critiques, bring fresh visual ideas, and raise the craft bar for mobile UX

QUALIFICATIONS

Required Qualifications
• 4+ years of experience designing consumer mobile apps (iOS and/or Android)
• Expert-level proficiency in Figma — from layout and prototyping to design systems and handoff workflows
• Strong visual and interaction design craft, with attention to typography, layout, spacing, color, and motion
• Experience conducting or synthesizing user feedback or usability insights to drive iterations
• A portfolio that showcases shipped mobile products with thoughtful, user-centered design
• Strong collaboration and communication skills in a cross-functional product environment

Preferred Qualifications
• Healthcare product experience
• Experience in digital health, behavior change, or wellness apps
• Familiarity with habit loop mechanics, gamified UX, or motivational design
• Knowledge of accessibility standards for mobile design

Nuna is an Equal Employment Opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, disability, genetics and/or veteran status.

#LI-FK1 #LI-Remote",Jobs
UX Designer,UX & UI Designer:in (w/m/d) Remote,JUNGMUT,Anywhere,"This a Full Remote job, the offer is available from: Indiana (USA), Oregon (USA)

Deine Stelle

Als UX & UI Designer:in entwickelst du nutzerzentrierte digitale Erlebnisse – von der ersten Idee bis zum finalen Interface. Du verstehst, was Menschen brauchen, übersetzt diese Bedürfnisse in klare Strukturen und gestaltest überzeugende, ästhetische Nutzeroberflächen für Websites, Microsites und digitale Produkte. Darüber hinaus bringst du deine gestalterische Stärke auch in digitale Kampagnen, Social Assets oder gelegentlich Print-Projekte ein und sorgst so für konsistente Markenerlebnisse über alle Touchpoints hinweg. Gemeinsam mit einem engagierten Team gestaltest du digitale Erlebnisse, die Nutzer:innen begeistern.

Das bringst du mit
• Abgeschlossenes Studium oder vergleichbare Ausbildung im UX/UI-Bereich
• Erste Berufserfahrung in UX/UI Design von Vorteil
• Sicherer Umgang mit Figma und Adobe Creative Cloud
• Präsentationsfähigkeiten für digitale Produkte – du kannst Konzepte und Designs überzeugend darstellen
• Ganzheitliches Denken: von Nutzerbedürfnis über Konzept bis Interface
• Verständnis für Human Interface Guidelines, Usability und Research-Methoden
• Analytisches und visuelles Gespür für Struktur, Typografie und Designtrends
• Teamorientiert, eigeninitiativ und offen für neue Ideen
• Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift

Das machst du
• Entwicklung nutzerzentrierter Konzepte und Designs für digitale Produkte (v. a. Websites)
• Erstellung von Personas, User Flows, Wireframes und Informationsarchitekturen
• Gestaltung moderner, responsiver User Interfaces in Figma
• Aufbau und Pflege von Designsystemen
• Analyse und Ableitung von Optimierungen aus qualitativen und quantitativen Insights (z. B. Google Analytics, User Research)
• Vorbereitung, Durchführung und Nachbereitung von UX-/UI-Workshops mit Kund:innen und internen Teams (z. B. Anforderungsanalyse, Ideation, Prototyping)
• Konzeption und Gestaltung von digitalen Kampagnen, Social-Media-Assets und gelegentlich Print-Produkten im Rahmen ganzheitlicher Markenauftritte

Das liefern wir

Bei JUNGMUT erwarten dich flache Hierarchien, agile Teamarbeit und ein eingespieltes Kernteam aus rund 10 motivierten Kolleg:innen – ergänzt durch ein etabliertes Netzwerk aus Partner:innen. Wir bieten dir flexibles Arbeiten: im Home-Office, in Kölner Co-Working-Spaces oder bis zu 180 Tage im Jahr aus dem EU-Ausland. Teamgeist, Vielfalt und Zusammenhalt prägen unsere Kultur. Ein monatlicher Teamtag, gemeinsames Co-Worken und regelmäßige Events bestimmen unser Miteinander. Inhaltlich arbeiten wir an Projekten mit hoher Designqualität und exzellenter Usability – mit Fokus auf einzigartige Marken- und Nutzererlebnisse. Unsere Kund:innen kommen aus Bereichen wie Non-Profit, Einzelhandel, Bildung, Tech, Startups, FMCG und Dienstleistungen.

Apply for this job

Über uns

JUNGMUT ist Agentur und Beratung mit Fokus auf Innovation, Kommunikation und Leadgenerierung. Was dahinter steckt: Produkte, Services und Geschäftsmodelle entwickeln, entsprechende Kommunikationsmaßnahmen ergreifen und Kommunikation in echten Geschäftswert transformieren.

Gemeinsam etwas aufbauen
Unsere Unternehmenskultur ist offen, freundschaftlich und fördert selbständiges Arbeiten und Entscheiden. Wir kümmern uns umeinander und um unser Umfeld.

Wir wachsen seit über fünfzehn Jahren organisch und suchen immer wieder nach neuen Talenten, gerne auch als Freelancer:innen für unseren JUNGMUT Talent und Expert:innen Pool. Einfach initiativ oder auf unsere ausgeschriebenen Stellen bewerben.

This offer from ""JUNGMUT"" has been enriched by Jobgether.com and got a 75% flex score.",Jobgether
UX Designer,"UX Designer, Provider Experience",Natera,Anywhere,"UX Designer, Provider Experience

As part of Natera’s UX Design & Research team, you will work closely and collaboratively with your product and development partners to create outstanding experiences for medical providers across Women’s health, Oncology and Organ Health.

What you will be doing

Design and ship impactful products
• Collaborate with your product partners to explore ways to deliver new features while meeting the team’s business objectives
• Create workflows, wireframes and high-fidelity designs that capture possible solutions to product requirements
• Draw sketches, illustrations and storyboards to represent complementary dimensions of the experience you envision
• Conduct User Research to understand both the patients and the providers’ experience and identify friction points and areas of improvement
• Support your engineering partners throughout the development lifecycle to ensure a smooth and timely delivery of features

Elevate Natera Design Practice
• Jointly define the quantitative and qualitative metrics used to assess the quality of design deliverables and guide further iterations
• Grow Natera Design System by creating new components
• Refine the processes that drive our work to establish Natera Design Team as a reliable and predictable partner to our stakeholders

We want to hear from you if you have
• 3+ years professional experience in UI/UX Design
• A portfolio showcasing 2-3 projects you are particularly proud of
• Contributed to and used Design Systems at scale
• Experience designing complex enterprise applications
• A passion for the design craft that drives you to produce refined deliverables
• Collaborated closely with Product Managers and Software Developers throughout the product development lifecycle.
• Experience in healthcare or bio-tech - a plus
• Conducted User Research with sensitive populations - a plus

The pay range is listed and actual compensation packages are based on a wide array of factors unique to each candidate, including but not limited to skill set, years & depth of experience, certifications and specific office location. This may differ in other locations due to cost of labor considerations.

Remote USA

$79,700—$110,000 USD

OUR OPPORTUNITY

Natera™ is a global leader in cell-free DNA (cfDNA) testing, dedicated to oncology, women’s health, and organ health. Our aim is to make personalized genetic testing and diagnostics part of the standard of care to protect health and enable earlier and more targeted interventions that lead to longer, healthier lives.

The Natera team consists of highly dedicated statisticians, geneticists, doctors, laboratory scientists, business professionals, software engineers and many other professionals from world-class institutions, who care deeply for our work and each other. When you join Natera, you’ll work hard and grow quickly. Working alongside the elite of the industry, you’ll be stretched and challenged, and take pride in being part of a company that is changing the landscape of genetic disease management.

WHAT WE OFFER

Competitive Benefits - Employee benefits include comprehensive medical, dental, vision, life and disability plans for eligible employees and their dependents. Additionally, Natera employees and their immediate families receive free testing in addition to fertility care benefits. Other benefits include pregnancy and baby bonding leave, 401k benefits, commuter benefits and much more. We also offer a generous employee referral program!

For more information, visit www.natera.com.

Natera is proud to be an Equal Opportunity Employer. We are committed to ensuring a diverse and inclusive workplace environment, and welcome people of different backgrounds, experiences, abilities and perspectives. Inclusive collaboration benefits our employees, our community and our patients, and is critical to our mission of changing the management of disease worldwide.

All qualified applicants are encouraged to apply, and will be considered without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, age, veteran status, disability or any other legally protected status. We also consider qualified applicants regardless of criminal histories, consistent with applicable laws.

If you are based in California, we encourage you to read this important information for California residents.

Link: https://www.natera.com/notice-of-data-collection-california-residents/

Please be advised that Natera will reach out to candidates with a @natera.com email domain ONLY. Email communications from all other domain names are not from Natera or its employees and are fraudulent. Natera does not request interviews via text messages and does not ask for personal information until a candidate has engaged with the company and has spoken to a recruiter and the hiring team. Natera takes cyber crimes seriously, and will collaborate with law enforcement authorities to prosecute any related cyber crimes.

For more information:
- BBB announcement on job scams
- FBI Cyber Crime resource page",Built In Austin
UX Designer,Senior UX Designer- General Opportunity,Blink UX,Anywhere,"At Blink, we constantly have new opportunities so if you are interested in working for Blink, apply and we will contact you if a position that fits your experience comes in.

Please indicate on this application if you are interested in Freelance or Longterm Contract work ( Embedded)

Freelance varies in length projects at Blink usually range from 1-4 months in length. Most opportunities are full-time, but sometimes part-time needs arise as well. This is a great opportunity to work with a diverse group of clients from various industries.

Blink's Embedded practice supports long-term contract opportunities (6-18 months) with some of Blink’s largest clients.

Freelance - $70-$100/hr (1099)

Embedded- Please review the salary ranges listed in the job descriptions, posted on our career page.

These are all great opportunities to work with a diverse group of clients from various industries. Our client’s needs are always changing! While we may not have a need now - that could change next week. If you are interested in embedded opportunities, please indicate that below and apply directly to those opportunities listed on our website. You can submit your information to us via this application and we'll reach out to you as those opportunities arise.

About Us:

Blink UX is a design consulting firm creating products that people use, love and remember. Blink has over two decades of experience in UX research, strategy, and design partnering with innovative industry leaders including Amazon, Chase, Gates Foundation, Google, Meta, and NASA. For more information visit blinkux.com.

Our Culture

Maintaining a positive company culture requires the same careful curation, management, and rigor as any other aspect of a business. At Blink, we consciously design our culture to ensure that employees have the structure and guidance they need to fully develop their skills and abilities for a happy and rewarding career. Be sure to read up on the unique aspects of our company culture framework and ensure they align with your working style.

Our Pay Philosophy

We provide clear career paths and opportunities for growth while maintaining a strong sense of inclusivity in our workforce. We continue to infuse the same philosophy when it comes to posting positions by practicing salary transparency; each role is assigned a clear salary band which our recruiters will review at the start of the interview process.

So while the above pay rate or salary range represents the expected hourly rate or salary for this position, in determining your actual pay it will be reviewed by a recruiter and take into consideration: your experience, your location, etc

EEO

When hiring, we aim to build teams of compassionate people with diverse experiences, thoughts, and skills. All qualified applicants will receive consideration for employment without regard to race, color, national origin, religion, sexual preference, gender identity or age, disability, or length of time spent unemployed.

Following your application submission we encourage you to disclose personal demographic information in order to help us comply with federal and state Equal Employment Opportunity record-keeping requirements. We will also use this information in an anonymous aggregated form to help us measure and improve diversity at Blink.",Built In
